mmol mol	0	1.7067	7	Only continue GLP-1 mimetic therapy if the person with type 2 diabetes has had a beneficial metabolic response (a reduction of at least 11 mmol mol  percent in	HbA1c is 75 mmol mol  percent or higher), administered either: separately or as a pre-mixed (biphasic) human insulin preparation.	Only continue GLP-1 mimetic therapy if the person with type 2 diabetes has had a beneficial metabolic response (a reduction of at least 11 mmol mol  percent in	HbA1c is 75 mmol mol  percent or higher), administered either: separately or as a pre-mixed (biphasic) human insulin preparation.	For adults with type 2 diabetes managed either by lifestyle and diet, or by lifestyle and diet combined with a single drug not associated with hypoglycaemia, support the person to aim for an HbA1c level of 48 mmol mol ( percent)	For adults on a drug associated with hypoglycaemia, support the person to aim for an HbA1c level of 53 mmol mol ( percent).	In adults with type 2 diabetes, if HbA1c levels are not adequately controlled by a single drug and rise to 58 mmol mol ( percent) or higher: reinforce advice about diet, lifestyle and adherence to drug treatment and support the person to aim for an HbA1c level of 53 mmol mol ( percent) and intensify drug treatment.	
drug treatment(s)	0	1.6525	2	Base the choice of drug treatment(s) on: the effectiveness of the drug treatment(s) in terms of metabolic response	Last updated May 2017 safety (see Medicines and Healthcare products Regulatory Agency MHRA guidance) and tolerability of the drug treatment(s) the person's individual clinical circumstances, for example, comorbidities, risks from polypharmacy the person's individual preferences and needs the licensed indications or combinations available cost (if 2 drugs in the same class are appropriate, choose the option with the lowest acquisition cost).	
non-insulin blood	0	1.6525	3	Treatment with a single non-insulin blood glucose lowering therapy (monotherapy)	Treatment with 2 non-insulin blood glucose lowering therapies in combination (dual therapy)	Treatment with either 3 non-insulin blood glucose lowering therapies in combination (triple therapy) or any treatment combination containing insulin	
treatment treatment	1	1.6525	0	
combination therapy	0	1.6138	4	Treatment with combinations of medicines including sodium–glucose cotransporter 2 (SGLT-2) inhibitors , may be appropriate for some people with type 2 diabetes; see the NICE guidance on canagliflozin in combination therapy for treating type 2 diabetes, dapagliflozin in combination therapy for treating type 2 diabetes and empagliflozin in combination therapy for treating type 2 diabetes.	If triple therapy with metformin and 2 other oral drugs (see recommendation ) is not effective, not tolerated or contraindicated, consider combination therapy with metformin, a sulfonylurea and a glucagon-like peptide-1 (GLP-1) mimetic for adults with type 2 diabetes who: have a BMI of 35 kg m2 or higher (adjust accordingly for people from black, Asian and other minority ethnic groups) and specific psychological or other medical problems associated with obesity or have a BMI lower than 35 kg m2and: for whom insulin therapy would have significant occupational implications or weight loss would benefit other significant obesity-related comorbidities.	Treatment with combinations of medicines including SGLT-2 inhibitors , may be appropriate for some people with type 2 diabetes; see the NICE guidance on canagliflozin in combination therapy for treating type 2 diabetes, dapagliflozin in combination therapy for treating type 2 diabetes, dapagliflozin in triple therapy for treating type 2 diabetes and empagliflozin in combination therapy for treating type 2 diabetes.	Treatment with combinations of medicines including SGLT-2 inhibitors , may be appropriate for some people with type 2 diabetes; see the NICE guidance on canagliflozin in combination therapy for treating type 2 diabetes, dapagliflozin in combination therapy for treating type 2 diabetes and empagliflozin in combination therapy for treating type 2 diabetes.	
heart failure	0	1.5779	6	Pioglitazone is associated with an increased risk of heart failure, bladder cancer and bone fracture	Pioglitazone is associated with an increased risk of heart failure, bladder cancer and bone fracture	Pioglitazone is associated with an increased risk of heart failure, bladder cancer and bone fracture	Pioglitazone is associated with an increased risk of heart failure, bladder cancer and bone fracture	In adults with type 2 diabetes, do not offer or continue pioglitazone if they have any of the following: heart failure or history of heart failure	It advises that if the combination is used, people should be observed for signs and symptoms of heart failure, weight gain, and oedema	
cardiovascular disease	0	1.5453	3	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	For guidance on the primary and secondary prevention of cardiovascular disease in adults with type 2 diabetes, see the NICE guidelines on cardiovascular disease and myocardial infarction.	Assess, educate and support men with type 2 diabetes who have problematic erectile dysfunction, addressing contributory factors such as cardiovascular disease as well as possible treatment options.	
3–6 months	0	1.5204	2	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2011) advises that 'prescribers should review the safety and efficacy of pioglitazone in individuals after 3–6 months of treatment to ensure that only patients who are deriving benefit continue to be treated'.	
bariatric surgery	0	1.5204	3	Dietary advice and bariatric surgery	Dietary advice and bariatric surgery	For recommendations on bariatric surgery for people with recent-onset type 2 diabetes, see the section on bariatric surgery for people with recent-onset type 2 diabetes in the NICE guideline on obesity.	
details medicines	0	1.5204	0	
blood pressure	0	1.5073	15	Blood pressure management	Add medications if lifestyle advice does not reduce blood pressure to below 140 80 mmHg (below 130 80 mmHg if there is kidney, eye or cerebrovascular damage).	If the person's blood pressure is not reduced to the individually agreed target with first-line therapy, add a calcium-channel blocker or a diuretic (usually a thiazide or thiazide-related diuretic)	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	Monitor the blood pressure of a person who has attained and consistently remained at his or her blood pressure target every 4–6 months	Blood pressure management	Add medications if lifestyle advice does not reduce blood pressure to below 140 80 mmHg (below 130 80 mmHg if there is kidney, eye or cerebrovascular damage).	If the person's blood pressure is not reduced to the individually agreed target with first-line therapy, add a calcium-channel blocker or a diuretic (usually a thiazide or thiazide-related diuretic)	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	Monitor the blood pressure of a person who has attained and consistently remained at his or her blood pressure target every 4–6 months	Measure blood pressure at least annually in an adult with type 2 diabetes without previously diagnosed hypertension or renal disease	For an adult with type 2 diabetes on antihypertensive drug treatment when diabetes is diagnosed, review blood pressure control and medications used.	Repeat blood pressure measurements within: 1 month if blood pressure is higher than 150 90 mmHg 2 months if blood pressure is higher than 140 80 mmHg 2 months if blood pressure is higher than 130 80 mmHg and there is kidney, eye or cerebrovascular damage.	Monitor blood pressure every 1–2 months, and intensify therapy if the person is already on antihypertensive drug treatment, until the blood pressure is consistently below 140 80 mmHg (below 130 80 mmHg if there is kidney, eye or cerebrovascular damage).	Check for possible adverse effects of antihypertensive drug treatment – including the risks from unnecessarily low blood pressure.	
autonomic neuropathy	0	1.4936	5	Autonomic neuropathy	Think about the possibility of autonomic neuropathy affecting the gut in adults with type 2 diabetes who have unexplained diarrhoea that happens particularly at night 2009, amended 2015	When using tricyclic drugs and antihypertensive drug treatments in adults with type 2 diabetes who have autonomic neuropathy, be aware of the increased likelihood of side effects such as orthostatic hypotension.	Investigate the possibility of autonomic neuropathy affecting the bladder in adults with type 2 diabetes who have unexplained bladder-emptying problems.	In managing autonomic neuropathy symptoms, include specific interventions indicated by the manifestations (for example, for abnormal sweating or nocturnal diarrhoea).	
dipeptidyl peptidase-4	0	1.457	2	Recommendations in this section that cover dipeptidyl peptidase-4 (DPP-4) inhibitors, glucagon-like peptide-1 (GLP-1) mimetics and sulfonylureas refer to each of these groups of drugs at a class level.	In adults with type 2 diabetes, if metformin is contraindicated or not tolerated, consider initial drug treatment with: a dipeptidyl peptidase-4 (DPP-4) inhibitor or pioglitazone or a sulfonylurea.	
phosphodiesterase-5 inhibitor	0	1.457	2	Consider a phosphodiesterase-5 inhibitor to treat problematic erectile dysfunction in men with type 2 diabetes, initially choosing the drug with the lowest acquisition cost and taking into account any contraindications.	Following discussion, refer men with type 2 diabetes to a service offering other medical, surgical or psychological management of erectile dysfunction if treatment (including a phosphodiesterase-5 inhibitor, as appropriate) has been unsuccessful.	
problematic erectile	0	1.457	2	Assess, educate and support men with type 2 diabetes who have problematic erectile dysfunction, addressing contributory factors such as cardiovascular disease as well as possible treatment options.	Consider a phosphodiesterase-5 inhibitor to treat problematic erectile dysfunction in men with type 2 diabetes, initially choosing the drug with the lowest acquisition cost and taking into account any contraindications.	
erectile dysfunction	0	1.4038	6	Erectile dysfunction	Erectile dysfunction	Offer men with type 2 diabetes the opportunity to discuss erectile dysfunction as part of their annual review.	Assess, educate and support men with type 2 diabetes who have problematic erectile dysfunction, addressing contributory factors such as cardiovascular disease as well as possible treatment options.	Consider a phosphodiesterase-5 inhibitor to treat problematic erectile dysfunction in men with type 2 diabetes, initially choosing the drug with the lowest acquisition cost and taking into account any contraindications.	Following discussion, refer men with type 2 diabetes to a service offering other medical, surgical or psychological management of erectile dysfunction if treatment (including a phosphodiesterase-5 inhibitor, as appropriate) has been unsuccessful.	
first-line antihypertensive	0	1.3986	3	First-line antihypertensive drug treatment should be a once-daily, generic angiotensin-converting enzyme (ACE) inhibitor	The first-line antihypertensive drug treatment for a person of African or	A calcium-channel blocker should be the first-line antihypertensive drug treatment for a woman for whom, after an informed discussion, it is agreed there is a possibility of her becoming pregnant.	
review treatment	0	1.3986	3	Consider short-term self-monitoring of blood glucose levels in adults with type 2 diabetes (and review treatment as necessary): when starting treatment with oral or intravenous corticosteroids or to confirm suspected hypoglycaemia.	Review treatment as necessary.	If an adult with type 2 diabetes is symptomatically hyperglycaemic, consider insulin (see recommendations – ) or a sulfonylurea, and review treatment when blood glucose control has been achieved.	
ace inhibitor	0	1.3919	6	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	Do not combine an ACE inhibitor with an angiotensin II-receptor antagonist to treat hypertension.	
calcium-channel blocker	0	1.3919	6	If the person's blood pressure is not reduced to the individually agreed target with first-line therapy, add a calcium-channel blocker or a diuretic (usually a thiazide or thiazide-related diuretic)	Add the other drug (that is, the calcium-channel blocker or diuretic) if the target is not reached with dual therapy 2009, amended 2015	If the person's blood pressure is not reduced to the individually agreed target with first-line therapy, add a calcium-channel blocker or a diuretic (usually a thiazide or thiazide-related diuretic)	Add the other drug (that is, the calcium-channel blocker or diuretic) if the target is not reached with dual therapy 2009, amended 2015	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	A calcium-channel blocker should be the first-line antihypertensive drug treatment for a woman for whom, after an informed discussion, it is agreed there is a possibility of her becoming pregnant.	
caribbean family	0	1.3919	2	African or Caribbean family origin, or women for whom there is a possibility of becoming pregnant.	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	
family origin	0	1.3919	2	African or Caribbean family origin, or women for whom there is a possibility of becoming pregnant.	Caribbean family origin should be an ACE inhibitor plus either a diuretic or a generic calcium-channel blocker.	
gastrointestinal side	0	1.3919	2	Gradually increase the dose of standard-release metformin over several weeks to minimise the risk of gastrointestinal side effects in adults with type 2 diabetes.	If an adult with type 2 diabetes experiences gastrointestinal side effects with standard-release metformin, consider a trial of modified-release metformin.	
insulin-based treatment	0	1.3188	3	In adults with type 2 diabetes, if dual therapy with metformin and another oral drug (see recommendation ) has not continued to control HbA1c to below the person's individually agreed threshold for intensification, consider either: triple therapy with: metformin, a DPP-4 inhibitor and a sulfonylurea or metformin, pioglitazone and a sulfonylurea or starting insulin-based treatment (see recommendations – ).	In adults with type 2 diabetes, if metformin is contraindicated or not tolerated, and if dual therapy with 2 oral drugs (see recommendation ) has not continued to control HbA1c to below the person's individually agreed threshold for intensification, consider insulin-based treatment (see recommendations – ).	Insulin-based treatments	
standard-release metformin	0	1.3129	3	Offer standard-release metformin as the initial drug treatment for adults with type 2 diabetes.	Gradually increase the dose of standard-release metformin over several weeks to minimise the risk of gastrointestinal side effects in adults with type 2 diabetes.	If an adult with type 2 diabetes experiences gastrointestinal side effects with standard-release metformin, consider a trial of modified-release metformin.	
side effects	0	1.2901	5	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2014) notes that domperidone is associated with a small increased risk of serious cardiac side effects	Medicines and Healthcare products Regulatory Agency (MHRA) guidance (2014) notes that domperidone is associated with a small increased risk of serious cardiac side effects	Gradually increase the dose of standard-release metformin over several weeks to minimise the risk of gastrointestinal side effects in adults with type 2 diabetes.	If an adult with type 2 diabetes experiences gastrointestinal side effects with standard-release metformin, consider a trial of modified-release metformin.	When using tricyclic drugs and antihypertensive drug treatments in adults with type 2 diabetes who have autonomic neuropathy, be aware of the increased likelihood of side effects such as orthostatic hypotension.	
dpp-4 inhibitor	0	1.2564	3	In adults with type 2 diabetes, if initial drug treatment with metformin has not continued to control HbA1c to below the person's individually agreed threshold for intensification, consider dual therapy with: metformin and a DPP-4 inhibitor or metformin and pioglitazone or metformin and a sulfonylurea.	In adults with type 2 diabetes, if metformin is contraindicated or not tolerated and initial drug treatment has not continued to control HbA1c to below the person's individually agreed threshold for intensification, consider dual therapy with: a DPP-4 inhibitor and pioglitazone or a DPP-4 inhibitor and a sulfonylurea or pioglitazone and a sulfonylurea.	In adults with type 2 diabetes, if dual therapy with metformin and another oral drug (see recommendation ) has not continued to control HbA1c to below the person's individually agreed threshold for intensification, consider either: triple therapy with: metformin, a DPP-4 inhibitor and a sulfonylurea or metformin, pioglitazone and a sulfonylurea or starting insulin-based treatment (see recommendations – ).	
5–10percent individualise	0	1.2263	0	
acute intercurrent	0	1.2263	1	Be aware that adults with type 2 diabetes who have acute intercurrent illness are at risk of worsening hyperglycaemia	
advise adults	0	1.2263	1	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	
alcohol intake	0	1.2263	1	Individualise recommendations for carbohydrate and alcohol intake, and meal patterns	
angiotensin ii-receptor	0	1.2263	5	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	For a person with continuing intolerance to an ACE inhibitor (other than renal deterioration or hyperkalaemia), substitute an angiotensin II-receptor antagonist for the ACE inhibitor.	If the person's blood pressure is not reduced to the individually agreed target with triple therapy, add an alpha-blocker, a beta-blocker or a potassium-sparing diuretic (the last with caution if the person is already taking an ACE inhibitor or an angiotensin II-receptor antagonist).	Do not combine an ACE inhibitor with an angiotensin II-receptor antagonist to treat hypertension.	
angiotensin-converting enzyme	0	1.2263	1	First-line antihypertensive drug treatment should be a once-daily, generic angiotensin-converting enzyme (ACE) inhibitor	
annual review	0	1.2263	1	Offer men with type 2 diabetes the opportunity to discuss erectile dysfunction as part of their annual review.	
antiplatelet therapy	0	1.2263	3	Antiplatelet therapy	Antiplatelet therapy	Do not offer antiplatelet therapy (aspirin or clopidogrel) for adults with type 2 diabetes without cardiovascular disease.	
arrange emergency	0	1.2263	1	Arrange emergency review by an ophthalmologist for: sudden loss of vision rubeosis iridis pre-retinal or vitreous haemorrhage retinal detachment.	
arrange rapid	0	1.2263	1	Arrange rapid review by an ophthalmologist for new vessel formation.	
biosimilar product(s)	0	1.2263	1	The recommendations in this guideline also apply to any current and future biosimilar product(s) of insulin glargine that have an appropriate marketing authorisation that allows the use of the biosimilar(s) in the same indication.	
bladder-emptying problems	0	1.2263	1	Investigate the possibility of autonomic neuropathy affecting the bladder in adults with type 2 diabetes who have unexplained bladder-emptying problems.	
body weight	0	1.2263	3	HbA1c and a weight loss of at least 3percent of initial body weight in 6 months).	HbA1c and a weight loss of at least 3percent of initial body weight in 6 months).	For adults with type 2 diabetes who are overweight, set an initial body weight loss target of 5–10percent	
carbohydrate content	0	1.2263	1	When adults with type 2 diabetes are admitted to hospital as inpatients or to any other care setting, implement a meal planning system that provides consistency in the carbohydrate content of meals and snacks.	
cardiac status	0	1.2263	1	Pioglitazone should be discontinued if any deterioration in cardiac status occurs.	
care advice	0	1.2263	1	In adults with type 2 diabetes, only offer a GLP-1 mimetic in combination with insulin with specialist care advice and ongoing support from a consultant-led multidisciplinary team .	
class level	0	1.2263	1	Recommendations in this section that cover dipeptidyl peptidase-4 (DPP-4) inhibitors, glucagon-like peptide-1 (GLP-1) mimetics and sulfonylureas refer to each of these groups of drugs at a class level.	
consultant-led multidisciplinary	0	1.2263	3	A consultant-led multidisciplinary team may include a wide range of staff based in primary, secondary and community care.	A consultant-led multidisciplinary team may include a wide range of staff based in primary, secondary and community care.	In adults with type 2 diabetes, only offer a GLP-1 mimetic in combination with insulin with specialist care advice and ongoing support from a consultant-led multidisciplinary team .	
contributory factors	0	1.2263	1	Assess, educate and support men with type 2 diabetes who have problematic erectile dysfunction, addressing contributory factors such as cardiovascular disease as well as possible treatment options.	
contributory sympathetic	0	1.2263	1	Think about the possibility of contributory sympathetic nervous system damage for adults with type 2 diabetes who lose the warning signs of hypoglycaemia. 2009, amended 2015	
current drug	0	1.2263	1	Make changes only if there is poor control or if current drug treatment is not appropriate because of microvascular complications or metabolic problems.	
diabetic peripheral	0	1.2263	1	For guidance on managing painful diabetic peripheral neuropathy in adults with type 2 diabetes, see the NICE guideline on neuropathic pain in adults.	
dietary advice	0	1.2263	5	Dietary advice and bariatric surgery	Integrate dietary advice with a personalised diabetes management plan, including other aspects of lifestyle modification, such as increasing physical activity and losing weight.	Dietary advice and bariatric surgery	Integrate dietary advice with a personalised diabetes management plan, including other aspects of lifestyle modification, such as increasing physical activity and losing weight.	Provide dietary advice in a form sensitive to the person's needs, culture and beliefs, being sensitive to their willingness to change and the effects on their quality of life.	
differential diagnosis	0	1.2263	1	If gastroparesis is suspected, consider referral to specialist services if: the differential diagnosis is in doubt or persistent or severe vomiting occurs.	
disease offer	0	1.2263	0	
education programme	0	1.2263	7	Offer group education programmes as the preferred option	Ensure that the patient-education programmes available meet the cultural, linguistic, cognitive and literacy needs within the local area.	Offer group education programmes as the preferred option	Ensure that the patient-education programmes available meet the cultural, linguistic, cognitive and literacy needs within the local area.	Ensure that any structured education programme for adults with type 2 diabetes includes the following components:	Ensure the patient-education programme provides the necessary resources to support the educators, and that educators are properly trained and given time to develop and maintain their skills.	Ensure that all members of the diabetes healthcare team are familiar with the patient-education programmes available locally, that these programmes are integrated with the rest of the care pathway, and that adults with type 2 diabetes and their family members or carers (as appropriate) have the opportunity to contribute to the design and provision of local programmes.	
emergency review	0	1.2263	1	Arrange emergency review by an ophthalmologist for: sudden loss of vision rubeosis iridis pre-retinal or vitreous haemorrhage retinal detachment.	
energy intake	0	1.2263	1	Advise adults with type 2 diabetes that limited substitution of sucrose-containing foods for other carbohydrate in the meal plan is allowable, but that they should take care to avoid excess energy intake.	
equal standard	0	1.2263	1	Provide an alternative of equal standard for a person unable or unwilling to participate in group education.	
