recurrent severe depression	0	0.5	2	For people with recurrent severe depression or depression with psychotic symptoms and for those who have been treated under the Mental Health Act, consider developing advance decisions and advance statements collaboratively with the person.	For people with recurrent severe depression or depression with psychotic symptoms and for those who have been treated under the Mental Health Act, consider developing advance decisions and advance statements collaboratively with the person.	
comprehensive written information	0	0.3643	2	When working with people with depression and their families or carers: ensure that comprehensive written information is available in the appropriate language and in audio format if possible	When working with people with depression and their families or carers: ensure that comprehensive written information is available in the appropriate language and in audio format if possible	
group physical activity	0	0.3333	2	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	
physical activity programme	0	0.3333	2	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	
structured group physical	0	0.3333	2	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	For people with persistent subthreshold depressive symptoms or mild to moderate depression, consider offering one or more of the following interventions, guided by the person's preference: a structured group physical activity programme.	
sleep offer people	0	0.2857	0	
participants group-based cbt	0	0.25	0	
potential adverse effects	0	0.25	2	The choice of intervention should be influenced by the likelihood of adherence to treatment and any potential adverse effects	The choice of intervention should be influenced by the likelihood of adherence to treatment and any potential adverse effects	
practitioners group-based cbt	0	0.25	0	
relevant anxiety disorder	0	0.25	2	When the person has an anxiety disorder and comorbid depression or depressive symptoms, consult the NICE guideline for the relevant anxiety disorder (see find guidance) and consider treating the anxiety disorder first (since effective treatment of the anxiety disorder will often improve the depression or the depressive symptoms).	When the person has an anxiety disorder and comorbid depression or depressive symptoms, consult the NICE guideline for the relevant anxiety disorder (see find guidance) and consider treating the anxiety disorder first (since effective treatment of the anxiety disorder will often improve the depression or the depressive symptoms).	
chronic physical health	0	0.2	2	For people with severe depression and those with moderate depression and complex problems, consider: providing collaborative care if the depression is in the context of a chronic physical health problem with associated functional impairment	For people with severe depression and those with moderate depression and complex problems, consider: providing collaborative care if the depression is in the context of a chronic physical health problem with associated functional impairment	
comorbid mental health	0	0.2	2	In addition to assessing symptoms and associated functional impairment, consider how the following factors may have affected the development, course and severity of a person's depression: any history of depression and comorbid mental health or physical disorders	In addition to assessing symptoms and associated functional impairment, consider how the following factors may have affected the development, course and severity of a person's depression: any history of depression and comorbid mental health or physical disorders	
mental health services	1	0.2	4	Page 14of 44 1.3.9 When adults with type 2 diabetes are admitted to hospital as inpatients or to any other care setting, implement a meal planning system that provides consistency in the carbohydrate content of meals and snacks. 1.3.10 For recommendations on lifestyle advice, see the NICE guidelines on: preventing excess weight gain, weight management, obesity, physical activity, smoking: brief interventions and referrals, stop smoking services, smoking: harm reduction, and smoking: acute, maternity and mental health services. 1.3.11 For recommendations on bariatric surgery for people with recent-onset type 2 diabetes, see the section on bariatric surgery for people with recent-onset type 2 diabetes in the NICE guideline on obesity. 1.4 Blood pressure management 1.4.1 Measure blood pressure at least annually in an adult with type 2 diabetes without previously diagnosed hypertension or renal disease.	Page 14of 44 1.3.9 When adults with type 2 diabetes are admitted to hospital as inpatients or to any other care setting, implement a meal planning system that provides consistency in the carbohydrate content of meals and snacks. 1.3.10 For recommendations on lifestyle advice, see the NICE guidelines on: preventing excess weight gain, weight management, obesity, physical activity, smoking: brief interventions and referrals, stop smoking services, smoking: harm reduction, and smoking: acute, maternity and mental health services. 1.3.11 For recommendations on bariatric surgery for people with recent-onset type 2 diabetes, see the section on bariatric surgery for people with recent-onset type 2 diabetes in the NICE guideline on obesity. 1.4 Blood pressure management 1.4.1 Measure blood pressure at least annually in an adult with type 2 diabetes without previously diagnosed hypertension or renal disease.	For people with severe depression and those with moderate depression and complex problems, consider: referring to specialist mental health services for a programme of coordinated multiprofessional care	For people with severe depression and those with moderate depression and complex problems, consider: referring to specialist mental health services for a programme of coordinated multiprofessional care	
physical health problem	0	0.2	2	For people with severe depression and those with moderate depression and complex problems, consider: providing collaborative care if the depression is in the context of a chronic physical health problem with associated functional impairment	For people with severe depression and those with moderate depression and complex problems, consider: providing collaborative care if the depression is in the context of a chronic physical health problem with associated functional impairment	
specialist mental health	0	0.2	2	For people with severe depression and those with moderate depression and complex problems, consider: referring to specialist mental health services for a programme of coordinated multiprofessional care	For people with severe depression and those with moderate depression and complex problems, consider: referring to specialist mental health services for a programme of coordinated multiprofessional care	
regular physical exercise	0	0.1429	2	Offer people with depression advice on sleep hygiene if needed, including: taking regular physical exercise.	Offer people with depression advice on sleep hygiene if needed, including: taking regular physical exercise.	
wake times offer	0	0.1429	0	
high risk ofcardiovascular	0	0.0	2	When prescribing lithium: consider ECG monitoring in people with depression who are at high risk ofcardiovascular disease	When prescribing lithium: consider ECG monitoring in people with depression who are at high risk ofcardiovascular disease	
lithium:monitor serum lithium	0	0.0	2	When prescribing lithium:monitor serum lithium levels 1 week after initiation and each dose change until stable, and every 3 months thereafter.	When prescribing lithium:monitor serum lithium levels 1 week after initiation and each dose change until stable, and every 3 months thereafter.	
risk ofcardiovascular disease	0	0.0	2	When prescribing lithium: consider ECG monitoring in people with depression who are at high risk ofcardiovascular disease	When prescribing lithium: consider ECG monitoring in people with depression who are at high risk ofcardiovascular disease	
serum lithium levels	0	0.0	2	When prescribing lithium:monitor serum lithium levels 1 week after initiation and each dose change until stable, and every 3 months thereafter.	When prescribing lithium:monitor serum lithium levels 1 week after initiation and each dose change until stable, and every 3 months thereafter.	
